No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date,Target Price,IPO Date,After-Hours Close,After-Hours Change
803,BLRX,BioLineRx Ltd.,Healthcare,Biotechnology,Israel,31.63,,,,,1.08,,,,,-2.33,29.40%,8.90%,,,,,,19.77,18.08,,,23.39%,,8.39%,4.33,,,,,,,,,,,-2.44%,-9.09%,-7.51%,26.98%,-39.85%,-28.89%,,0.1,5.57%,6.06%,-5.21%,-16.64%,-14.69%,-37.74%,3.23%,-47.37%,50.82%,34.4,-4.76%,2.44%,1.7,349.99,0.65,1.6,-2.44%,228922,8/6/2020 8:30,,7/25/2011,1.62,1.25%
997,BZM,BlackRock Maryland Municipal Bond Trust,Financial,Asset Management,USA,29.9,8.38,,,15.68,0.9,,,3.55%,,1.71,,,,,,277.80%,-1.90%,2.08,,,,7.47%,,,0.25,,,,,,,,,,,3.53%,3.16%,6.37%,4.13%,0.03%,-7.46%,,0.18,0.65%,0.81%,2.61%,1.00%,-1.05%,-7.41%,5.28%,-23.37%,26.74%,60.07,0.00%,2.67%,,3.11,0.09,14.36,2.67%,290,,,4/26/2002,,
6468,SVVC,"Firsthand Technology Value Fund, Inc.",Financial,Asset Management,USA,27.78,,,,9.31,0.27,,,,,-7.65,,,,,,,,6.89,,14.15%,,9.12%,,,0.1,,,,,,,,,,,-2.89%,-13.89%,-1.71%,14.49%,-46.80%,-37.33%,,0.2,3.90%,4.49%,-5.89%,-13.18%,-15.06%,-22.35%,-0.25%,-47.32%,48.16%,33.35,-1.47%,-0.97%,,77.86,0.94,4.03,-2.42%,72856,,,4/19/2011,4.03,0.00%
3278,HX,Hexindai Inc.,Financial,Credit Services,China,27.5,,,,2.41,0.17,2.52,,,,-13.14,,,,,19.70%,,500.00%,5.42,4.33,,,3.00%,5.00%,0.36%,0.03,-53.60%,-73.10%,-106.90%,4.9,4.9,0.42,0,,,,0.00%,-11.70%,-37.17%,39.23%,-65.99%,-46.18%,,0.17,12.20%,10.15%,-6.65%,-28.22%,-19.34%,-79.70%,7.86%,-79.70%,97.54%,45.93,1.34%,0.68%,,599.33,0.03,1.51,2.03%,20004,,,11/3/2017,1.52,0.66%
1780,DOGZ,Dogness (International) Corporation,Consumer Defensive,Household & Personal Products,China,27.38,19.09,9.55,,1.05,0.45,3.15,3.42,,0.00%,0.06,-75.20%,,,,,,-22.30%,25.91,16.85,,,0.31%,1.24%,0.06%,0.76,,,0.40%,2,1.4,0,0.07,36.00%,,,-1.87%,-6.24%,-25.53%,-4.55%,-57.66%,-21.05%,,0.07,3.34%,6.48%,-2.23%,-8.79%,-12.94%,-30.00%,1.94%,-58.82%,35.14%,43.93,0.00%,-0.94%,,13.71,0.02,1.05,-0.94%,270,,,12/20/2017,,
954,BTN,"Ballantyne Strong, Inc",Consumer Cyclical,Leisure,USA,22.95,,,,0.43,1.08,3.53,4.5,,,-0.45,20.40%,,-48.27%,15.00%,-5.50%,-7.70%,-55.20%,14.68,13.7,5.50%,,86.40%,-3.21%,0.02%,0.08,-11.70%,-27.60%,-15.90%,1.1,1,0.29,0.59,33.90%,-6.00%,-12.40%,1.95%,-4.85%,-0.63%,-1.87%,-49.52%,-51.54%,0.76,0.12,5.15%,7.73%,-2.44%,-7.02%,-24.30%,-23.23%,9.79%,-56.15%,24.60%,44.88,-0.19%,0.83%,,35.62,0.13,1.57,0.64%,4729,8/12/2020 16:30,,9/7/1995,1.58,0.64%
4546,MTP,Midatech Pharma plc,Healthcare,Biotechnology,United Kingdom,22.95,,,,,1.8,,,,,-0.85,,,,,,,-62.80%,12.61,6.38,,,6.36%,,1.83%,0.02,,,,,,,,,,,6.43%,-20.18%,32.85%,40.00%,-73.24%,-47.19%,,0.15,7.05%,8.11%,-4.24%,-13.82%,-22.24%,-57.97%,13.75%,-78.59%,111.14%,44.65,-1.62%,2.21%,,6401.94,0.01,1.82,0.55%,62897,,,12/7/2015,1.82,0.00%
7517,YTEN,"Yield10 Bioscience, Inc.",Basic Materials,Agricultural Inputs,USA,22.16,,,,27.7,1.84,2.61,,,,-21.35,4.00%,36.90%,,0.00%,-22.00%,84.70%,-33.30%,1.96,1.85,0.60%,,5.40%,-0.66%,40.46%,0.58,-104.30%,-347.90%,521.00%,6.1,6.1,0,0,,,,8.88%,68.14%,30.66%,96.31%,-61.75%,16.18%,2,0.69,9.32%,10.61%,17.40%,30.16%,30.12%,-6.24%,91.59%,-74.33%,127.71%,62.29,2.18%,0.39%,1.5,1283.19,0.07,7.97,2.57%,87075,8/11/2020 16:30,,11/10/2006,7.75,-2.76%
5435,PRT,PermRock Royalty Trust,Energy,Oil & Gas Equipment & Services,USA,21.7,4.07,11.87,0.81,3.06,0.24,21.7,,6.74%,116.60%,0.44,-43.30%,-37.50%,,5.00%,,-100.00%,-87.10%,12.17,6.29,,,51.70%,-0.55%,0.62%,1.6,5.90%,5.90%,9.90%,,,0,0,,75.90%,74.70%,-1.47%,-11.00%,-37.10%,-22.61%,-77.83%,-66.93%,,0.09,5.60%,4.62%,-8.71%,-13.37%,-44.41%,-26.20%,0.56%,-78.19%,78.00%,37.44,-6.32%,2.15%,3,24.35,0.74,1.78,-4.30%,18137,,3,5/2/2018,1.76,-1.12%
4738,NJV,Nuveen New Jersey Municipal Value Fund,Financial,Asset Management,USA,21.19,8.58,,,22.71,0.87,,,2.67%,,1.61,,,,,,98.20%,-15.20%,1.53,,,,17.09%,,,0.15,,,,,,,,,,,-0.56%,-0.42%,10.24%,16.35%,3.83%,-1.05%,,0.09,0.74%,0.50%,-0.71%,1.29%,3.95%,-2.73%,7.54%,-5.35%,27.68%,51.63,-0.21%,0.51%,,7.38,0.1,13.84,0.30%,3719,,,4/28/2009,13.85,0.07%
4798,NPN,Nuveen Pennsylvania Municipal Value Fund,Financial,Closed-End Fund - Debt,USA,18.35,10.95,,,24.7,0.96,,,2.46%,,1.38,,,,,,58.00%,-9.20%,1.22,,,,5.05%,,,0.47,,,,,,,,,,,3.51%,-1.44%,10.74%,1.89%,0.37%,3.12%,,0.3,1.16%,1.04%,0.95%,2.62%,6.34%,-1.63%,10.91%,-9.34%,41.31%,55.69,0.00%,1.95%,,1.5,0.16,15.05,1.95%,243,,,4/28/2009,,
6588,TENX,"Tenax Therapeutics, Inc.",Healthcare,Biotechnology,USA,17.52,,,,,4.47,3.81,,,,-1.35,85.00%,14.50%,33.00%,,,16.70%,,12.62,9.85,0.10%,,21.00%,42.09%,1.43%,0.46,-154.30%,-234.30%,,2.4,2.4,0.03,0.07,,,,-7.74%,-0.69%,58.41%,162.39%,20.17%,1.42%,2.18,0.14,8.61%,9.48%,-7.89%,0.22%,27.17%,-27.78%,25.44%,-46.64%,472.00%,44.81,-7.14%,0.00%,,306.93,0.54,1.43,-7.14%,169403,,,4/4/1994,,
4333,MFH,Mercurity Fintech Holding Inc.,Consumer Cyclical,Internet Retail,China,17.11,6.78,,,7.13,1.26,42.79,,,0.00%,0.32,123.00%,,14.90%,,,89.30%,82.70%,6.64,0.02,,,1.00%,6.70%,17.41%,0.01,-0.30%,-1.00%,5.70%,7,,0,0,,53.70%,-1.10%,-5.29%,-13.65%,-5.29%,92.63%,15.59%,31.10%,1.09,0.22,11.34%,9.31%,-4.83%,-21.93%,7.69%,-56.83%,6.97%,-58.65%,115.00%,37.88,-1.83%,0.46%,,366.46,0.1,2.15,-1.38%,38045,,,4/8/2015,,
1874,DXF,Dunxin Financial Holdings Limited,Financial,Credit Services,China,15.14,4.82,,,0.62,0.35,,,,0.00%,0.16,-94.30%,,-42.80%,,-36.00%,261.60%,112.80%,20.85,6.95,,,0.30%,-92.73%,0.48%,0.34,3.00%,5.80%,1.60%,2.2,,0,0.61,86.40%,32.30%,14.00%,19.68%,6.48%,3.25%,31.87%,-58.77%,-30.10%,1.96,0.07,11.45%,9.10%,5.54%,10.21%,1.00%,-9.21%,38.58%,-56.36%,113.37%,55.48,4.62%,-0.67%,,99.71,0.62,0.79,3.92%,62626,,,11/23/2010,,
5485,PSTV,"Plus Therapeutics, Inc.",Healthcare,Biotechnology,USA,10.94,,,,1.74,3.25,1.18,,,,-0.53,96.80%,-32.40%,,,-1.60%,91.10%,-33.30%,4.05,3.98,0.80%,,10.40%,0.23%,7.37%,0.29,-9.90%,-176.00%,-29.50%,1.1,1.1,0,1.85,,-68.50%,-33.10%,6.05%,-7.07%,24.06%,65.41%,-18.07%,9.58%,0.46,0.22,4.60%,8.40%,-1.79%,-1.56%,22.04%,-26.12%,19.00%,-26.74%,182.49%,49.25,1.15%,1.57%,2,1029.27,0.05,2.63,2.73%,54580,8/10/2020 16:30,,10/22/2003,2.64,0.38%
4547,MTR,Mesa Royalty Trust,Energy,Oil & Gas E&P,USA,7.25,7.53,,,6.59,2.85,6.59,,13.31%,100.10%,0.52,-23.50%,,-24.20%,,-23.00%,-63.30%,-50.00%,1.86,1.86,,,11.10%,0.49%,0.30%,0.58,34.60%,37.80%,61.80%,14,14,0,0,,87.40%,84.30%,13.54%,-6.25%,-24.05%,-12.58%,-53.02%,-43.88%,1.18,0.23,8.50%,5.04%,2.77%,-8.27%,-30.39%,-37.90%,13.70%,-57.97%,13.70%,48.16,-6.02%,5.87%,,9.66,0.63,3.9,-0.51%,5991,,,10/15/1979,3.84,-1.54%
2936,GOVX,"GeoVax Labs, Inc.",Healthcare,Biotechnology,USA,4.18,,,,2.32,,5.98,,,,-67.78,,,,,5.90%,,100.00%,15.44,15.32,,,0.15%,-90.80%,,,-268.80%,73.00%,67.80%,0.3,0.3,,,,,,-43.79%,-63.28%,-68.65%,-31.59%,-96.73%,-74.92%,1.51,0.96,19.78%,17.10%,-50.24%,-71.30%,-70.53%,-91.40%,17.12%,-98.68%,30.64%,21.31,-4.44%,-1.25%,,44.96,2.47,3.01,-5.64%,107685,,,5/12/1997,,
3,AAAU,Perth Mint Physical Gold ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88%,-3.41%,7.11%,17.24%,26.89%,25.21%,,0.26,0.86%,1.05%,-0.89%,-2.09%,10.25%,-8.02%,2.90%,-8.02%,31.51%,44.43,0.00%,0.90%,,621.06,0.73,18.97,0.90%,479346,,,8/15/2018,18.98,0.05%
6,AADR,AdvisorShares Dorsey Wright ADR ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94%,-1.34%,3.83%,42.18%,20.23%,4.21%,,0.94,0.92%,1.47%,1.32%,-0.66%,8.94%,-4.97%,5.90%,-4.97%,66.40%,52.35,0.05%,1.56%,,4.76,1.29,56.16,1.61%,6109,,,7/21/2010,56.16,0.00%
18,AAXJ,iShares MSCI All Country Asia ex Japan ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,1.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.26%,-1.29%,8.84%,32.24%,18.91%,6.19%,,1.14,0.94%,1.14%,1.53%,1.68%,11.29%,-1.66%,6.32%,-1.66%,47.40%,56.14,0.14%,1.00%,,1210.94,1.1,78.05,1.14%,1319956,,,8/15/2008,78.05,0.00%
26,ABEQ,Absolute Core Strategy ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78%,-0.92%,5.19%,17.80%,,-6.00%,,0.28,0.78%,0.84%,-0.61%,-0.12%,3.46%,-2.69%,10.60%,-16.74%,30.38%,49.75,0.51%,-0.21%,,7.8,2.45,23.48,0.30%,18553,,,1/22/2020,,
47,ACES,ALPS Clean Energy ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,1.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.61%,5.13%,42.15%,109.33%,89.32%,68.65%,,1.6,2.43%,3.04%,10.41%,13.25%,44.94%,1.87%,27.76%,1.87%,145.90%,69.15,1.09%,1.61%,,63.17,1.05,56.94,2.72%,65958,,,6/29/2018,56.75,-0.33%
50,ACEVU,ACE Convergence Acquisition Corp.,Financial,Shell Companies,USA,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,-1.03%,1.41%,,,,-1.37%,,0.1,0.73%,0.96%,-0.14%,0.39%,0.39%,-4.72%,2.02%,-4.72%,2.02%,49.36,-1.46%,0.00%,,326.75,0.09,10.1,-1.46%,29564,,,7/28/2020,,
57,ACIO,Aptus Collared Income Opportunity ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17%,-2.52%,5.36%,17.48%,10.06%,4.14%,,0.29,0.66%,1.01%,0.35%,0.35%,6.12%,-4.01%,3.68%,-4.01%,25.55%,53.06,-0.27%,0.34%,,27.28,6.92,26.67,0.07%,170624,,,7/10/2019,,
70,ACSG,Xtrackers MSCI ACWI ex USA ESG Leaders Equity ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,2.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65%,-0.88%,8.63%,32.76%,3.06%,-1.01%,,0.25,0.04%,0.34%,0.17%,0.36%,6.01%,-2.49%,3.68%,-3.00%,45.29%,52.72,-0.21%,0.76%,,0.5,0.52,27.69,0.56%,262,,,12/6/2018,,
71,ACSI,American Customer Satisfaction ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,1.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23%,-1.52%,12.30%,53.65%,11.24%,7.08%,,0.49,0.70%,0.63%,1.79%,2.83%,11.63%,-3.96%,8.79%,-3.96%,56.12%,58.99,0.18%,2.00%,,0.49,0.24,37.97,2.18%,119,,,11/1/2016,,
73,ACT,AdvisorShares Vice ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,2.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86%,-1.09%,14.22%,42.01%,10.99%,3.83%,,0.33,1.03%,1.21%,-0.71%,1.49%,10.87%,-3.42%,9.05%,-3.42%,61.08%,51.33,-0.11%,-0.46%,,2.39,0.66,26.03,-0.57%,1581,,,12/13/2017,26.01,-0.08%
77,ACWF,iShares MSCI Global Multifactor ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,2.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17%,-1.91%,6.40%,27.41%,5.92%,-4.32%,,0.34,0.65%,1.01%,0.58%,0.04%,4.71%,-3.58%,3.87%,-6.51%,43.87%,52.78,0.11%,0.42%,,28.44,0.17,29.85,0.52%,4888,,,5/4/2015,29.84,-0.04%
78,ACWI,iShares MSCI ACWI ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,2.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58%,-3.06%,7.42%,32.22%,12.33%,1.60%,,1.24,1.08%,1.54%,0.60%,0.68%,7.90%,-4.28%,4.91%,-4.28%,51.04%,53.51,-0.01%,0.76%,,3162.97,1.09,80.52,0.75%,3440086,,,3/28/2008,,
79,ACWV,iShares Edge MSCI Min Vol Global ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,1.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91%,-0.48%,4.42%,16.24%,-0.83%,-3.57%,,1.01,0.92%,1.12%,0.67%,0.45%,2.29%,-2.03%,3.74%,-7.31%,31.90%,54.1,0.25%,0.29%,,333.94,0.99,92.41,0.54%,329452,,,10/20/2011,92.41,0.00%
80,ACWX,iShares MSCI ACWI ex U.S. ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,2.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48%,-1.72%,5.15%,26.35%,3.44%,-5.60%,,0.59,0.81%,1.12%,0.05%,-0.05%,4.82%,-2.54%,3.81%,-7.32%,43.12%,51.29,0.11%,0.72%,,1113.55,0.87,46.37,0.83%,977997,,,3/31/2008,,
91,ADME,Aptus Drawdown Managed Equity ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27%,-4.80%,4.17%,21.89%,14.15%,10.18%,,0.5,0.90%,1.37%,0.56%,-0.27%,7.22%,-6.58%,4.01%,-6.58%,31.65%,51.84,0.30%,0.06%,,21.58,5.68,33.78,0.36%,112774,,,6/9/2016,33.79,0.04%
97,ADRE,Invesco BLDRS Emerging Markets 50 ADR Index Fund,Financial,Exchange Traded Fund,USA,,,,,,,,,1.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.29%,-2.48%,15.21%,41.83%,22.89%,6.55%,,0.84,0.95%,1.45%,1.23%,1.72%,14.26%,-3.04%,7.82%,-3.04%,65.02%,54.84,0.11%,0.62%,,9.55,0.23,47.06,0.73%,2215,,,11/13/2002,47.1,0.07%
108,ADXN,Addex Therapeutics Ltd,Healthcare,Biotechnology,Switzerland,,,,,,,,,,,,,,,,,,77.40%,,3.13,,,,,0.04%,0.34,,,,,,,,,,,0.08%,-12.39%,44.35%,,,-15.38%,,1.27,0.88%,7.99%,-6.54%,0.25%,11.19%,-67.30%,75.29%,-67.30%,98.22%,49.07,0.00%,1.91%,,4.11,0.04,12.27,1.91%,167,,,1/29/2020,,
126,AESR,Anfield U.S. Equity Sector Rotation ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63%,-3.82%,9.51%,39.41%,,9.18%,,0.16,0.77%,1.08%,1.34%,1.57%,11.00%,-5.46%,6.87%,-5.46%,52.77%,55.11,0.08%,0.46%,,45.51,0.49,11,0.54%,22234,,,12/17/2019,,
134,AFIF,Anfield Universal Fixed Income ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,1.73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10%,-0.15%,-0.05%,0.61%,0.87%,1.34%,,0.06,0.26%,0.29%,0.05%,-0.04%,0.30%,-8.77%,1.81%,-8.77%,7.85%,50.4,0.08%,0.13%,,59.22,0.1,9.82,0.20%,6116,,,9/19/2018,,
136,AFK,VanEck Vectors Africa Index ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,7.73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11%,-2.73%,5.56%,40.32%,-11.81%,-13.88%,,0.35,1.51%,1.80%,-1.27%,-0.41%,3.26%,-5.26%,4.58%,-20.52%,55.45%,48.11,-1.30%,1.42%,,6.79,0.24,17.47,0.10%,1668,,,7/14/2008,,
138,AFLG,First Trust Active Factor Large Cap ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05%,-3.50%,7.02%,7.92%,,-1.09%,,0.25,0.52%,0.68%,0.47%,0.93%,6.79%,-5.47%,6.52%,-5.47%,50.91%,53.74,0.16%,-0.01%,,4.13,0.77,20.28,0.15%,3129,,,12/4/2019,,
141,AFTY,Pacer CSOP FTSE China A50 ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,4.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.20%,-0.91%,11.06%,30.04%,18.16%,12.75%,,0.23,0.67%,0.63%,1.19%,2.43%,14.79%,-1.13%,8.01%,-1.47%,39.53%,56.2,0.49%,1.03%,,5.93,0.13,19.65,1.52%,782,,,3/12/2015,,
149,AGG,iShares Core U.S. Aggregate Bond ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,2.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06%,-0.34%,-0.14%,2.72%,4.26%,5.03%,,0.26,0.16%,0.20%,-0.22%,-0.52%,1.44%,-1.43%,0.06%,-1.43%,11.80%,36.76,0.18%,-0.21%,,6155.76,1.59,118.02,-0.03%,9741805,,,9/26/2003,117.59,-0.36%
150,AGGP,IQ Enhanced Core Plus Bond U.S. ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,2.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40%,-0.78%,-0.81%,-0.95%,0.28%,0.28%,,0.05,0.17%,0.20%,-0.09%,-0.56%,-0.49%,-1.62%,0.58%,-7.50%,5.97%,44.66,0.23%,0.06%,,34.37,0.06,19.79,0.30%,2243,,,5/10/2016,,
151,AGGY,WisdomTree Yield Enhanced U.S. Aggregate Bond Fund,Financial,Exchange Traded Fund,USA,,,,,,,,,2.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06%,-0.46%,-0.28%,4.14%,2.61%,2.91%,,0.14,0.20%,0.23%,-0.41%,-0.74%,1.10%,-1.77%,0.09%,-1.77%,16.36%,34.77,0.04%,-0.13%,,138.51,1.21,53.77,-0.09%,168962,,,7/9/2015,,
159,AGQ,ProShares Ultra Silver,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01%,-30.94%,53.42%,121.96%,38.94%,37.66%,,3.85,5.94%,6.72%,-16.09%,-20.11%,28.42%,-39.15%,16.78%,-39.15%,244.14%,39.62,0.74%,3.54%,,2674.29,0.88,43.57,4.31%,2353659,,,12/4/2008,43.38,-0.44%
164,AGT,iShares MSCI Argentina and Global Exposure ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44%,-9.16%,-1.64%,48.99%,4.69%,-10.72%,,0.41,0.85%,1.47%,-1.32%,-7.15%,1.80%,-18.10%,7.88%,-18.10%,65.06%,41.9,0.19%,1.76%,,2.83,0.26,20.37,1.95%,734,,,4/27/2017,,
168,AGZ,iShares Agency Bond ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,1.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12%,-0.07%,0.17%,0.27%,3.78%,4.81%,,0.34,0.31%,0.25%,-0.06%,-0.16%,1.16%,-0.70%,0.24%,-2.45%,5.15%,46.75,0.06%,-0.01%,,70.01,1.47,121.14,0.05%,101480,,,11/7/2008,,
169,AGZD,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,Financial,Exchange Traded Fund,USA,,,,,,,,,2.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05%,-0.34%,-0.51%,1.53%,-1.90%,-2.48%,,0.14,0.31%,0.28%,-0.24%,-0.44%,-0.53%,-1.28%,0.43%,-2.90%,9.56%,41.19,0.15%,0.04%,,15.47,2.79,46.88,0.19%,41860,,,12/18/2013,,
170,AHACU,Alpha Healthcare Acquisition Corp.,Financial,Shell Companies,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.20%,,,,,-0.80%,,0.06,0.48%,,-0.26%,-0.26%,-0.26%,-0.80%,0.71%,-0.80%,0.71%,,-0.10%,0.10%,,437.46,0.14,9.92,0.00%,67933,,,9/18/2020,,
177,AIA,iShares Asia 50 ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,1.97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46%,-0.56%,8.33%,30.72%,25.44%,10.12%,,1,0.89%,1.09%,1.13%,1.50%,12.30%,-2.02%,6.21%,-2.02%,57.97%,54.95,0.23%,0.96%,,168.11,0.79,72.68,1.20%,132186,,,11/16/2007,72.68,0.00%
178,AIEQ,AI Powered Equity ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15%,-3.68%,9.20%,41.31%,21.63%,9.32%,,0.65,1.46%,2.20%,3.28%,1.99%,11.66%,-4.68%,7.43%,-4.68%,62.49%,57.16,1.14%,0.01%,,18.48,1.15,31.1,1.16%,21378,,,10/18/2017,31.02,-0.26%
183,AIIQ,AI Powered International Equity ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,1.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97%,-2.09%,7.34%,41.05%,14.62%,3.68%,,0.34,0.37%,0.64%,1.04%,0.61%,10.13%,-2.51%,4.12%,-2.51%,63.85%,53.43,-0.19%,0.78%,,1.65,0.34,27.94,0.58%,569,,,6/6/2018,,
192,AIQ,Global X Artificial Intelligence & Technology ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01%,-2.91%,13.07%,58.08%,53.59%,33.00%,,0.5,1.30%,2.15%,3.14%,4.16%,21.81%,-4.28%,12.35%,-4.28%,86.72%,59.45,0.24%,1.04%,,48.91,0.55,23.81,1.29%,26663,,,5/16/2018,,
196,AIRR,First Trust RBA American Industrial RenaissanceTM ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02%,-5.34%,8.47%,34.53%,0.64%,-10.76%,,0.51,1.73%,1.81%,-0.39%,-1.14%,4.50%,-8.39%,6.59%,-12.83%,56.09%,50.01,-0.08%,0.75%,,18.3,0.39,25.88,0.67%,7033,,,3/11/2014,25.9,0.08%
225,ALFA,ETF Series Solutions - AlphaClone Alternative Alpha ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.79%,-1.62%,14.65%,53.92%,25.13%,12.49%,,1.14,1.18%,1.47%,6.20%,5.35%,16.54%,-1.62%,11.39%,-1.62%,77.53%,63.78,1.11%,1.13%,,1.09,0.72,66.08,2.25%,780,7/21/2020 8:30:00 AM,,5/31/2012,,
251,ALTL,Pacer Lunt Large Cap Alternator ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81%,-1.63%,4.26%,,,4.01%,,0.3,0.77%,1.04%,0.49%,-0.16%,0.82%,-3.47%,3.62%,-3.47%,9.18%,52.24,-0.24%,0.22%,,28.96,0.1,25.04,-0.02%,2856,,,6/25/2020,,
254,ALTS,ProShares Morningstar Alternatives Solution ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,2.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61%,-0.53%,0.43%,6.02%,-7.21%,-8.14%,,0.1,0.07%,0.13%,-0.12%,-0.36%,-1.40%,-1.23%,0.65%,-10.11%,16.40%,47.89,0.00%,-0.04%,,0.56,0.36,34.89,-0.04%,200,,,10/9/2014,,
255,ALTY,Global X SuperDividend Alternatives ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,10.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.47%,-3.08%,-1.83%,29.67%,-26.71%,-28.12%,,0.17,1.50%,1.44%,-0.42%,-1.75%,-8.09%,-5.83%,4.03%,-29.69%,58.68%,47.59,0.39%,0.19%,,14.95,0.44,10.63,0.58%,6776,,,7/14/2015,,
